เขต,ชื่อจังหวัด,รหัสหน่วยงาน,ชื่อหน่วยงาน,ประเภทหน่วยงาน,ประเภทServicePlan,จํานวนเตียงจริง,จํานวนเตียงICUทั่วไป,จํานวนเตียงNICU,จํานวนเตียงCCU,จํานวนเตียงICUแผนกโรคอื่นๆ,รวมจํานวนเตียงICUทั้งหมด,จํานวนห้องผ่าตัด,CMI_2561,IP_2561,วันนอนผู้ป่วยใน2561,TotalAdjRW2561,OP_Visit_2561,F19,F20,F21
2,อุตรดิตถ์,11161,โรงพยาบาลฟากท่า,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5264,1315,3518,692,41496,NULL,NULL,NULL
2,อุตรดิตถ์,11164,โรงพยาบาลลับแล,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.7135,2581,9411,1842,128306,NULL,NULL,NULL
3,กําแพงเพชร,10721,โรงพยาบาลกําแพงเพชร,โรงพยาบาลทั่วไป,S,480,18,8,0,0,26,11,1.426,42197,162988,60175,452081,NULL,NULL,NULL
3,กําแพงเพชร,11231,โรงพยาบาลขาณุวรลักษบุรี,โรงพยาบาลชุมชน,M2,98,0,0,0,0,0,1,0.6243,7803,24668,4871,186972,NULL,NULL,NULL
3,กําแพงเพชร,11232,โรงพยาบาลคลองขลุง,โรงพยาบาลชุมชน,F1,118,0,0,0,0,0,2,0.7074,7006,23223,4956,172263,NULL,NULL,NULL
3,กําแพงเพชร,11230,โรงพยาบาลคลองลาน,โรงพยาบาลชุมชน,F2,76,0,0,0,0,0,1,0.6704,7171,20816,4807,148360,NULL,NULL,NULL
3,กําแพงเพชร,11235,โรงพยาบาลทรายทองวัฒนา,โรงพยาบาลชุมชน,F2,39,0,0,0,0,0,1,0.5641,3594,8794,2027,98043,NULL,NULL,NULL
3,กําแพงเพชร,11229,โรงพยาบาลไทรงาม,โรงพยาบาลชุมชน,F2,40,0,0,0,0,0,1,0.6437,3287,11543,2116,97978,NULL,NULL,NULL
3,กําแพงเพชร,14135,โรงพยาบาลบึงสามัคคี,โรงพยาบาลชุมชน,F2,40,0,0,0,0,0,0,0.6568,2789,7824,1831,72257,NULL,NULL,NULL
3,กําแพงเพชร,11236,โรงพยาบาลปางศิลาทอง,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.56,2831,8528,1585,72139,NULL,NULL,NULL
3,กําแพงเพชร,11233,โรงพยาบาลพรานกระต่าย,โรงพยาบาลชุมชน,F2,65,0,0,0,0,0,1,0.5251,5228,16015,2745,129292,NULL,NULL,NULL
3,กําแพงเพชร,11234,โรงพยาบาลลานกระบือ,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,0,0.5928,2829,8066,1803,116604,NULL,NULL,NULL
3,กําแพงเพชร,28010,โรงพยาบาลโกสัมพีนคร,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,NULL,NULL,NULL,NULL,53399,NULL,NULL,NULL
3,กําแพงเพชร,11228,โรงพยาบาลทุ่งโพธิ์ทะเล,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,0.6997,920,2812,629,74425,NULL,NULL,NULL
3,ชัยนาท,10694,โรงพยาบาลชัยนาทนเรนทร,โรงพยาบาลทั่วไป,S,348,22,6,0,0,28,8,1.3159,22713,109005,29888,346217,NULL,NULL,NULL
3,ชัยนาท,10802,โรงพยาบาลมโนรมย์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6304,2371,5361,1495,82040,NULL,NULL,NULL
3,ชัยนาท,10803,โรงพยาบาลวัดสิงห์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6402,1914,5830,1225,92473,NULL,NULL,NULL
3,ชัยนาท,10805,โรงพยาบาลสรรคบุรี,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6366,3832,11916,2439,142954,NULL,NULL,NULL
3,ชัยนาท,10804,โรงพยาบาลสรรพยา,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5673,1829,4691,1038,76587,NULL,NULL,NULL
3,ชัยนาท,10806,โรงพยาบาลหันคา,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.7504,3130,8633,2349,148600,NULL,NULL,NULL
3,ชัยนาท,27975,โรงพยาบาลเนินขาม,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,28898,NULL,NULL,NULL
3,ชัยนาท,27974,โรงพยาบาลหนองมะโมง,โรงพยาบาลชุมชน,F3,14,0,0,0,0,0,0,0.6841,586,1984,401,55106,NULL,NULL,NULL
3,นครสวรรค์,10675,โรงพยาบาลสวรรค์ประชารักษ์,โรงพยาบาลศูนย์,A,544,28,8,4,0,40,12,2.0455,51354,257076,105044,677969,NULL,NULL,NULL
3,นครสวรรค์,11214,โรงพยาบาลตาคลี,โรงพยาบาลชุมชน,M2,116,0,0,0,5,5,1,0.895,7486,32479,6700,222396,NULL,NULL,NULL
3,นครสวรรค์,11218,โรงพยาบาลลาดยาว,โรงพยาบาลชุมชน,M2,90,0,0,0,2,2,2,0.8785,8801,34062,7731,187041,NULL,NULL,NULL
3,นครสวรรค์,11210,โรงพยาบาลชุมแสง,โรงพยาบาลชุมชน,F1,60,0,0,0,0,0,1,0.7627,5581,19181,4257,125893,NULL,NULL,NULL
3,นครสวรรค์,11215,โรงพยาบาลท่าตะโก,โรงพยาบาลชุมชน,F1,60,0,0,0,2,2,3,0.7199,4003,18606,2882,133222,NULL,NULL,NULL
3,นครสวรรค์,11212,โรงพยาบาลบรรพตพิสัย,โรงพยาบาลชุมชน,F1,102,0,0,0,0,0,2,0.7216,7351,28760,5305,201489,NULL,NULL,NULL
3,นครสวรรค์,11213,โรงพยาบาลเก้าเลี้ยว,โรงพยาบาลชุมชน,F2,33,0,0,0,0,0,1,0.6204,2649,8159,1644,107507,NULL,NULL,NULL
3,นครสวรรค์,11209,โรงพยาบาลโกรกพระ,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5661,2031,6518,1150,117610,NULL,NULL,NULL
3,นครสวรรค์,11219,โรงพยาบาลตากฟ้า,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.8463,3101,11418,2625,98692,NULL,NULL,NULL
3,นครสวรรค์,11217,โรงพยาบาลพยุหะคีรี,โรงพยาบาลชุมชน,F2,36,0,0,0,0,0,0,0.6375,3509,9764,2237,116519,NULL,NULL,NULL
3,นครสวรรค์,11216,โรงพยาบาลไพศาลี,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6266,4271,15497,2676,125405,NULL,NULL,NULL
3,นครสวรรค์,11220,โรงพยาบาลแม่วงก์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.7633,2003,7341,1529,70454,NULL,NULL,NULL
3,นครสวรรค์,11211,โรงพยาบาลหนองบัว,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.6569,4176,16290,2743,144741,NULL,NULL,NULL
3,นครสวรรค์,40749,โรงพยาบาลชุมตาบง,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,36731,NULL,NULL,NULL
3,พิจิตร,10726,โรงพยาบาลพิจิตร,โรงพยาบาลทั่วไป,S,456,10,6,0,0,16,9,1.5114,31156,150052,47090,458971,NULL,NULL,NULL
3,พิจิตร,11260,โรงพยาบาลบางมูลนาก,โรงพยาบาลชุมชน,M2,101,3,1,0,0,4,2,0.9242,6995,24879,6464,153844,NULL,NULL,NULL
3,พิจิตร,11456,โรงพยาบาลสมเด็จพระยุพราชตะพานหิน,โรงพยาบาลชุมชน,M2,100,4,0,0,0,4,3,0.875,7844,27287,6864,213760,NULL,NULL,NULL
3,พิจิตร,11263,โรงพยาบาลทับคล้อ,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,0,0.6172,2418,6567,1492,111655,NULL,NULL,NULL
3,พิจิตร,11261,โรงพยาบาลโพทะเล,โรงพยาบาลชุมชน,F2,45,0,0,0,0,0,0,0.634,3869,10188,2453,121703,NULL,NULL,NULL
3,พิจิตร,11259,โรงพยาบาลโพธิ์ประทับช้าง,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.6646,2907,7985,1932,86758,NULL,NULL,NULL
3,พิจิตร,11631,โรงพยาบาลวชิรบารมี,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,0,0.6303,3016,7901,1901,75371,NULL,NULL,NULL
3,พิจิตร,11258,โรงพยาบาลวังทรายพูน,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.6827,2905,8780,1983,67546,NULL,NULL,NULL
3,พิจิตร,11262,โรงพยาบาลสามง่าม,โรงพยาบาลชุมชน,F2,43,0,0,0,0,0,0,0.6862,2670,7310,1832,80774,NULL,NULL,NULL
3,พิจิตร,27980,โรงพยาบาลดงเจริญ,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,47535,NULL,NULL,NULL
3,พิจิตร,27979,โรงพยาบาลบึงนาราง,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,35749,NULL,NULL,NULL
3,พิจิตร,27978,โรงพยาบาลสากเหล็ก,โรงพยาบาลชุมชน,F3,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,61965,NULL,NULL,NULL
3,อุทัยธานี,10720,โรงพยาบาลอุทัยธานี,โรงพยาบาลทั่วไป,S,350,16,6,0,0,22,6,1.348,22669,102935,30559,271705,NULL,NULL,NULL
3,อุทัยธานี,11223,โรงพยาบาลหนองฉาง,โรงพยาบาลชุมชน,F1,90,0,0,0,0,0,1,0.6226,5778,19725,3578,228548,NULL,NULL,NULL
3,อุทัยธานี,11221,โรงพยาบาลทัพทัน,โรงพยาบาลชุมชน,F2,90,0,0,0,0,0,1,0.5735,8320,25179,4771,188745,NULL,NULL,NULL
3,อุทัยธานี,11225,โรงพยาบาลบ้านไร่,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.5232,5456,15681,2855,151485,NULL,NULL,NULL
3,อุทัยธานี,11226,โรงพยาบาลลานสัก,โรงพยาบาลชุมชน,F2,60,0,0,0,0,0,1,0.5934,5308,20157,3128,151805,NULL,NULL,NULL
3,อุทัยธานี,11222,โรงพยาบาลสว่างอารมณ์,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.5304,3631,12091,1926,86613,NULL,NULL,NULL
3,อุทัยธานี,11227,โรงพยาบาลห้วยคต,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.53,3255,11209,1725,73514,NULL,NULL,NULL
3,อุทัยธานี,11224,โรงพยาบาลหนองขาหย่าง,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,1,0.5529,798,1995,438,51870,NULL,NULL,NULL
4,นครนายก,10698,โรงพยาบาลนครนายก,โรงพยาบาลทั่วไป,S,314,16,6,0,0,22,8,1.2443,22902,117059,28498,382168,NULL,NULL,NULL
4,นครนายก,10864,โรงพยาบาลบ้านนา,โรงพยาบาลชุมชน,F2,70,0,0,0,0,0,0,0.6248,3730,12544,2330,211034,NULL,NULL,NULL
4,นครนายก,10865,โรงพยาบาลองครักษ์,โรงพยาบาลชุมชน,F2,33,0,0,0,0,0,0,0.5006,1848,5284,925,116919,NULL,NULL,NULL
4,นครนายก,10863,โรงพยาบาลปากพลี,โรงพยาบาลชุมชน,F3,10,0,0,0,0,0,0,0.67,1099,3251,742,98253,NULL,NULL,NULL
4,นนทบุรี,10686,โรงพยาบาลพระนั่งเกล้า,โรงพยาบาลศูนย์,A,606,0,10,0,39,49,10,1.6821,35630,218717,59933,823286,NULL,NULL,NULL
4,นนทบุรี,10758,โรงพยาบาลบางบัวทอง,โรงพยาบาลชุมชน,M2,60,0,0,0,0,0,3,0.7412,4703,16790,3486,19634,NULL,NULL,NULL
4,นนทบุรี,10757,โรงพยาบาลบางใหญ่,โรงพยาบาลชุมชน,M2,80,0,0,0,0,0,1,0.9229,4526,18521,4177,253323,NULL,NULL,NULL
4,นนทบุรี,10756,โรงพยาบาลบางกรวย,โรงพยาบาลชุมชน,F1,60,0,0,0,0,0,2,0.9763,2950,10950,2880,163494,NULL,NULL,NULL
4,นนทบุรี,10760,โรงพยาบาลปากเกร็ด,โรงพยาบาลชุมชน,F1,60,0,0,0,0,0,3,0.871,4875,19546,4248,208363,NULL,NULL,NULL
4,นนทบุรี,10759,โรงพยาบาลไทรน้อย,โรงพยาบาลชุมชน,F2,58,0,0,0,0,0,1,0.6412,4608,16354,2954,189164,NULL,NULL,NULL
4,นนทบุรี,28875,โรงพยาบาลบางบัวทอง 2,โรงพยาบาลชุมชน,F3,27,0,0,0,0,0,0,0.622,738,2481,456,53783,NULL,NULL,NULL
4,ปทุมธานี,10687,โรงพยาบาลปทุมธานี,โรงพยาบาลทั่วไป,S,408,14,14,0,19,47,8,1.5467,33292,166370,51492,634416,NULL,NULL,NULL
4,ปทุมธานี,10762,โรงพยาบาลธัญบุรี,โรงพยาบาลชุมชน,M2,66,0,0,0,0,0,0,0.6745,3776,14183,2547,170967,NULL,NULL,NULL
4,ปทุมธานี,10761,โรงพยาบาลคลองหลวง,โรงพยาบาลชุมชน,F2,50,0,0,0,0,0,0,0.616,3506,12225,2160,147104,NULL,NULL,NULL
4,ปทุมธานี,10763,โรงพยาบาลประชาธิปัตย์,โรงพยาบาลชุมชน,F2,33,0,0,0,0,0,0,0.7591,2338,10009,1775,135487,NULL,NULL,NULL
4,ปทุมธานี,10765,โรงพยาบาลลาดหลุมแก้ว,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.6344,2288,7439,1452,96633,NULL,NULL,NULL
4,ปทุมธานี,10766,โรงพยาบาลลําลูกกา,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.6626,3264,10175,2163,174010,NULL,NULL,NULL
4,ปทุมธานี,10764,โรงพยาบาลหนองเสือ,โรงพยาบาลชุมชน,F2,38,0,0,0,0,0,0,0.8116,1806,6243,1444,101119,NULL,NULL,NULL
4,ปทุมธานี,10767,โรงพยาบาลสามโคก,โรงพยาบาลชุมชน,F3,38,0,0,0,0,0,0,0.7959,1374,6187,1094,56393,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10660,โรงพยาบาลพระนครศรีอยุธยา,โรงพยาบาลศูนย์,A,524,24,10,0,0,34,10,1.6376,34576,185798,56620,539863,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10688,โรงพยาบาลเสนา,โรงพยาบาลทั่วไป,M1,208,8,5,0,0,13,4,1.2531,12217,59286,15309,280366,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10772,โรงพยาบาลบางปะอิน,โรงพยาบาลชุมชน,M2,30,0,0,0,0,0,1,0.6202,2744,8061,1702,138286,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10777,โรงพยาบาลวังน้อย,โรงพยาบาลชุมชน,F1,40,0,0,0,0,0,0,0.6593,2372,8435,1564,86054,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10768,โรงพยาบาลท่าเรือ,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.6058,2503,8242,1516,83651,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10770,โรงพยาบาลบางไทร,โรงพยาบาลชุมชน,F2,24,0,0,0,0,0,0,0.5998,1455,4712,873,65480,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10771,โรงพยาบาลบางบาล,โรงพยาบาลชุมชน,F2,84,0,0,0,0,0,1,0.8029,4068,18795,3266,201645,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10773,โรงพยาบาลบางปะหัน,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6145,2533,8512,1556,99639,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10774,โรงพยาบาลผักไห่,โรงพยาบาลชุมชน,F2,31,0,0,0,0,0,1,0.702,2182,8271,1532,89858,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10775,โรงพยาบาลภาชี,โรงพยาบาลชุมชน,F2,46,0,0,0,0,0,1,0.7248,2632,10650,1908,104038,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10776,โรงพยาบาลลาดบัวหลวง,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6025,1962,5837,1182,93996,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10769,โรงพยาบาลสมเด็จพระสังฆราช(นครหลวง),โรงพยาบาลชุมชน,F2,66,0,0,0,0,0,1,0.6024,4342,12817,2615,140475,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10779,โรงพยาบาลอุทัย,โรงพยาบาลชุมชน,F2,10,0,0,0,0,0,0,0.66,509,1521,336,43566,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10778,โรงพยาบาลบางซ้าย,โรงพยาบาลชุมชน,F3,31,0,0,0,0,0,0,0.6908,2447,8261,1690,135508,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10781,โรงพยาบาลบ้านแพรก,โรงพยาบาลชุมชน,F3,24,0,0,0,0,0,0,0.7632,1067,4121,814,54411,NULL,NULL,NULL
4,พระนครศรีอยุธยา,10780,โรงพยาบาลมหาราช,โรงพยาบาลชุมชน,F3,24,0,0,0,0,0,0,0.753,904,4035,681,51821,NULL,NULL,NULL
4,ลพบุรี,10690,โรงพยาบาลพระนารายณ์มหาราช,โรงพยาบาลทั่วไป,S,428,16,10,0,0,26,10,1.4758,30738,163980,45362,566992,NULL,NULL,NULL
4,ลพบุรี,10691,โรงพยาบาลบ้านหมี่,โรงพยาบาลทั่วไป,M1,258,8,5,0,0,13,6,1.2234,9047,47390,11068,217763,NULL,NULL,NULL
4,ลพบุรี,10790,โรงพยาบาลโคกสําโรง,โรงพยาบาลชุมชน,M2,123,6,0,0,0,6,2,1.1054,6072,28359,6712,172293,NULL,NULL,NULL
4,ลพบุรี,10791,โรงพยาบาลชัยบาดาล,โรงพยาบาลชุมชน,M2,154,8,4,0,0,12,4,0.8761,10783,39551,9447,256687,NULL,NULL,NULL
4,ลพบุรี,10792,โรงพยาบาลท่าวุ้ง,โรงพยาบาลชุมชน,F2,53,0,0,0,0,0,1,0.6465,2854,8679,1845,110659,NULL,NULL,NULL
4,ลพบุรี,10793,โรงพยาบาลท่าหลวง,โรงพยาบาลชุมชน,F2,31,0,0,0,0,0,1,0.5992,3365,9155,2016,92622,NULL,NULL,NULL
4,ลพบุรี,10789,โรงพยาบาลพัฒนานิคม,โรงพยาบาลชุมชน,F2,66,0,0,0,0,0,1,0.5653,5362,15491,3031,177216,NULL,NULL,NULL
4,ลพบุรี,10796,โรงพยาบาลลําสนธิ,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.6427,1885,6146,1212,72109,NULL,NULL,NULL
4,ลพบุรี,10797,โรงพยาบาลหนองม่วง,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.5677,1510,3411,857,100469,NULL,NULL,NULL
4,ลพบุรี,10795,โรงพยาบาลโคกเจริญ,โรงพยาบาลชุมชน,F3,30,0,0,0,0,0,0,0.6031,2337,6633,1409,58430,NULL,NULL,NULL
4,ลพบุรี,10794,โรงพยาบาลสระโบสถ์,โรงพยาบาลชุมชน,F3,30,0,0,0,0,0,0,0.7148,1576,5569,1127,65567,NULL,NULL,NULL
4,สระบุรี,10661,โรงพยาบาลสระบุรี,โรงพยาบาลศูนย์,A,700,32,12,4,0,48,12,1.8018,48894,247849,88097,770016,NULL,NULL,NULL
4,สระบุรี,10695,โรงพยาบาลพระพุทธบาท,โรงพยาบาลทั่วไป,M1,315,16,4,0,0,20,7,1.3456,17149,104836,23066,338061,NULL,NULL,NULL
4,สระบุรี,10807,โรงพยาบาลแก่งคอย,โรงพยาบาลชุมชน,F1,77,0,0,0,0,0,0,0.6314,4874,19816,3077,248909,NULL,NULL,NULL
4,สระบุรี,10811,โรงพยาบาลบ้านหมอ,โรงพยาบาลชุมชน,F2,35,0,0,0,0,0,0,0.5914,2345,6738,1387,121088,NULL,NULL,NULL
4,สระบุรี,10815,โรงพยาบาลมวกเหล็ก,โรงพยาบาลชุมชน,F2,37,0,0,0,0,0,0,0.6055,2567,7202,1527,126991,NULL,NULL,NULL
4,สระบุรี,10816,โรงพยาบาลวังม่วงสัทธรรม,โรงพยาบาลชุมชน,F2,39,0,0,0,0,0,0,0.5116,2555,6438,1307,101377,NULL,NULL,NULL
4,สระบุรี,10809,โรงพยาบาลวิหารแดง,โรงพยาบาลชุมชน,F2,49,0,0,0,0,0,1,0.5851,3618,12366,2114,122384,NULL,NULL,NULL
4,สระบุรี,10814,โรงพยาบาลเสาไห้เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลชุมชน,F2,49,0,0,0,0,0,0,0.6788,2007,12089,1362,116671,NULL,NULL,NULL
4,สระบุรี,10808,โรงพยาบาลหนองแค,โรงพยาบาลชุมชน,F2,69,0,0,0,0,0,1,0.5835,3550,11149,2018,131422,NULL,NULL,NULL
4,สระบุรี,10810,โรงพยาบาลหนองแซง,โรงพยาบาลชุมชน,F2,24,0,0,0,0,0,0,0.6219,1026,3190,619,50668,NULL,NULL,NULL
4,สระบุรี,10812,โรงพยาบาลดอนพุด,โรงพยาบาลชุมชน,F3,15,0,0,0,0,0,0,0.6306,676,2111,426,32708,NULL,NULL,NULL
4,สระบุรี,10813,โรงพยาบาลหนองโดน,โรงพยาบาลชุมชน,F3,20,0,0,0,0,0,0,0.4935,1333,3228,644,59318,NULL,NULL,NULL
4,สิงห์บุรี,10692,โรงพยาบาลสิงห์บุรี,โรงพยาบาลทั่วไป,S,282,17,4,0,0,21,6,1.1475,17113,81917,19638,343165,NULL,NULL,NULL
4,สิงห์บุรี,10693,โรงพยาบาลอินทร์บุรี,โรงพยาบาลทั่วไป,M1,190,8,4,0,0,12,5,1.2166,8046,40962,9789,192908,NULL,NULL,NULL
4,สิงห์บุรี,10799,โรงพยาบาลค่ายบางระจัน,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6562,2231,8209,1462,64826,NULL,NULL,NULL
4,สิงห์บุรี,10801,โรงพยาบาลท่าช้าง,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6073,1568,5532,952,61339,NULL,NULL,NULL
4,สิงห์บุรี,10798,โรงพยาบาลบางระจัน,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,1,0.6675,2458,8250,1641,84857,NULL,NULL,NULL
4,สิงห์บุรี,10800,โรงพยาบาลพรหมบุรี,โรงพยาบาลชุมชน,F3,28,0,0,0,0,0,0,0.6294,1364,4242,858,57123,NULL,NULL,NULL
4,อ่างทอง,10689,โรงพยาบาลอ่างทอง,โรงพยาบาลทั่วไป,S,324,20,8,0,0,28,7,1.3201,19450,91954,25675,329623,NULL,NULL,NULL
4,อ่างทอง,10787,โรงพยาบาลวิเศษชัยชาญ,โรงพยาบาลชุมชน,F1,97,0,0,0,0,0,1,0.5922,8534,27343,5054,214044,NULL,NULL,NULL
4,อ่างทอง,10782,โรงพยาบาลไชโย,โรงพยาบาลชุมชน,F2,38,0,0,0,0,0,0,0.5885,2015,6149,1186,76026,NULL,NULL,NULL
4,อ่างทอง,10784,โรงพยาบาลป่าโมก,โรงพยาบาลชุมชน,F2,54,0,0,0,0,0,0,0.5415,3385,11637,1833,121445,NULL,NULL,NULL
4,อ่างทอง,10785,โรงพยาบาลโพธิ์ทอง,โรงพยาบาลชุมชน,F2,81,0,0,0,0,0,1,0.5476,5523,16061,3024,153915,NULL,NULL,NULL
4,อ่างทอง,10786,โรงพยาบาลแสวงหา,โรงพยาบาลชุมชน,F2,48,0,0,0,0,0,1,0.5921,2427,8886,1437,99930,NULL,NULL,NULL
4,อ่างทอง,10788,โรงพยาบาลสามโก้,โรงพยาบาลชุมชน,F3,36,0,0,0,0,0,0,0.5202,2138,6991,1112,67724,NULL,NULL,NULL
5,กาญจนบุรี,10731,โรงพยาบาลพหลพลพยุหเสนา,โรงพยาบาลทั่วไป,S,540,51,5,0,0,56,9,1.536,40878,206795,62790,668820,NULL,NULL,NULL
5,กาญจนบุรี,10732,โรงพยาบาลมะการักษ์,โรงพยาบาลทั่วไป,M1,252,20,6,0,0,26,4,1.2182,16045,83168,19547,359881,NULL,NULL,NULL
5,กาญจนบุรี,11283,โรงพยาบาลทองผาภูมิ,โรงพยาบาลชุมชน,M2,94,0,0,0,0,0,2,0.6284,7391,24759,4645,150973,NULL,NULL,NULL
5,กาญจนบุรี,11282,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19,โรงพยาบาลชุมชน,M2,120,0,0,0,0,0,4,0.8292,11747,41452,9741,281903,NULL,NULL,NULL
5,กาญจนบุรี,11280,โรงพยาบาลบ่อพลอย,โรงพยาบาลชุมชน,F1,67,0,0,0,0,0,0,0.5301,6592,17391,3495,138312,NULL,NULL,NULL
5,กาญจนบุรี,11285,โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน,โรงพยาบาลชุมชน,F2,63,0,0,0,0,0,0,0.5111,5069,13514,2591,142850,NULL,NULL,NULL
5,กาญจนบุรี,11287,โรงพยาบาลด่านมะขามเตี้ย,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.4991,4685,14329,2338,111966,NULL,NULL,NULL
5,กาญจนบุรี,11281,โรงพยาบาลท่ากระดาน,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5519,1626,4786,897,36994,NULL,NULL,NULL
5,กาญจนบุรี,11278,โรงพยาบาลไทรโยค,โรงพยาบาลชุมชน,F2,58,1,0,0,0,1,0,0.5419,4064,12067,2202,94178,NULL,NULL,NULL
5,กาญจนบุรี,11286,โรงพยาบาลเลาขวัญ,โรงพยาบาลชุมชน,F2,46,1,0,0,0,1,0,0.5635,3826,11421,2156,99939,NULL,NULL,NULL
5,กาญจนบุรี,11288,โรงพยาบาลสถานพระบารมี,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5409,3024,8194,1636,97002,NULL,NULL,NULL
5,กาญจนบุรี,11279,โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5731,1939,4702,1111,49991,NULL,NULL,NULL
5,กาญจนบุรี,11284,โรงพยาบาลสังขละบุรี,โรงพยาบาลชุมชน,F2,30,0,0,0,0,0,0,0.5047,4588,12941,2316,79988,NULL,NULL,NULL
5,กาญจนบุรี,21948,โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลชุมชน,F2,34,0,0,0,0,0,0,0.4895,3105,7116,1520,74573,NULL,NULL,NULL
5,กาญจนบุรี,14136,โรงพยาบาลศุกร์ศิริศรีสวัสดิ์,โรงพยาบาลชุมชน,F3,16,0,0,0,0,0,0,0.5189,812,2044,421,21091,NULL,NULL,NULL
5,นครปฐม,10679,โรงพยาบาลนครปฐม,โรงพยาบาลศูนย์,A,860,54,10,8,0,72,15,1.7949,52397,268641,94050,682011,NULL,NULL,NULL
5,นครปฐม,11302,โรงพยาบาลสามพราน,โรงพยาบาลชุมชน,M2,120,8,2,0,0,10,3,0.8052,12688,51379,10217,427637,NULL,NULL,NULL
5,นครปฐม,11297,โรงพยาบาลกําแพงแสน,โรงพยาบาลชุมชน,F1,98,0,0,0,0,0,2,0.706,9665,30598,6824,225780,NULL,NULL,NULL
5,นครปฐม,11301,โรงพยาบาลบางเลน,โรงพยาบาลชุมชน,F1,79,0,0,0,0,0,0,0.5408,4250,12746,2298,177536,NULL,NULL,NULL
5,นครปฐม,11300,โรงพยาบาลดอนตูม,โรงพยาบาลชุมชน,F2,38,0,0,0,0,0,0,0.5601,3428,10874,1920,244654,NULL,NULL,NULL
